count,startOfInfection,endOfInfection,duration
-1,14:25:12
-1,14:25:46
-1,14:26:21
-1,14:26:59
-1,14:27:34
-1,14:28:11
-1,14:28:45
-1,14:29:18
-1,14:29:52
-1,14:30:26
-1,14:30:59
-1,14:31:32
-1,14:32:05
-1,14:32:38
-1,14:33:13
-1,14:33:45
-1,14:34:18
-1,14:34:52
-1,14:35:25
-1,14:35:59
-1,14:36:37
-1,14:37:12
-1,14:37:48
-1,14:38:26
-1,14:39:01
-1,14:39:36
-1,14:40:11
-1,14:40:45
-1,14:41:19
-1,14:41:54
-1,14:42:28
-1,14:43:03
-1,14:43:37
-1,14:44:11
-1,14:44:46
-1,14:45:21
-1,14:46:03
-1,14:46:38
-1,14:47:14
-1,14:47:47
-1,14:48:21
-1,14:48:54
-1,14:49:27
-1,14:50:01
-1,14:50:34
-1,14:51:09
-1,14:51:42
-1,14:52:16
-1,14:52:50
-1,14:53:23
-1,14:53:57
-1,14:54:34
-1,14:55:08
-1,14:55:42
-1,14:56:17
-1,14:56:51
-1,14:57:24
-1,14:57:58
-1,14:58:32
-1,14:59:08
-1,14:59:41
-1,15:00:15
-1,15:00:51
-1,15:01:25
-1,15:01:59
-1,15:02:34
-1,15:03:07
-1,15:03:41
-1,15:04:14
-1,15:04:48
-1,15:05:22
-1,15:05:55
-1,15:06:28
-1,15:07:02
-1,15:07:35
-1,15:08:08
-1,15:08:43
-1,15:09:18
-1,15:09:53
-1,15:10:29
-1,15:11:02
-1,15:11:35
-1,15:12:10
-1,15:12:43
-1,15:13:17
-1,15:13:50
-1,15:14:23
-1,15:18:28
-1,15:19:06
-1,15:19:39
-1,15:20:15
-1,15:20:49
-1,15:21:26
-1,15:21:59
-1,15:22:32
-1,15:23:06
-1,15:23:41
-1,15:24:15
-1,15:24:51
-1,15:25:23
-1,15:25:56
-1,15:26:29
-1,15:27:02
-1,15:27:37
-1,15:28:11
-1,15:28:44
-1,15:29:17
-1,15:29:50
-1,15:30:23
-1,15:30:57
-1,15:31:31
-1,15:32:04
-1,15:32:38
-1,15:33:11
-1,15:33:44
-1,15:34:19
-1,15:34:52
-1,15:35:28
-1,15:36:04
-1,15:36:39
-1,15:37:12
-1,15:37:45
-1,15:38:19
-1,15:38:57
-1,15:39:33
-1,15:40:07
-1,15:40:46
-1,15:41:21
-1,15:41:55
-1,15:42:33
-1,15:43:08
-1,15:43:44
-1,15:44:20
-1,15:44:55
-1,15:45:29
-1,15:46:03
-1,15:46:38
-1,15:47:12
-1,15:47:45
-1,15:48:23
-1,15:49:00
-1,15:49:39
-1,15:50:17
-1,15:50:53
-1,15:51:30
-1,15:52:11
-1,15:52:45
-1,15:53:22
-1,15:54:00
-1,15:54:37
-1,15:55:11
-1,15:55:45
-1,15:56:21
-1,15:56:56
-1,15:57:34
-1,15:58:08
-1,15:58:44
-1,15:59:22
-1,16:00:01
-1,16:00:44
-1,16:01:18
-1,16:01:53
-1,16:02:26
-1,16:03:00
-1,16:03:37
-1,16:04:12
-1,16:04:48
-1,16:05:26
-1,16:06:03
-1,16:06:42
-1,16:07:18
-1,16:07:55
-1,16:08:31
-1,16:09:07
-1,16:09:42
-1,16:10:18
-1,16:10:55
-1,16:11:32
-1,16:12:09
-1,16:12:47
-1,16:13:23
-1,16:13:59
-1,16:14:40
-1,16:15:15
-1,16:15:52
-1,16:16:28
-1,16:17:05
-1,16:17:42
-1,16:18:21
-1,16:18:58
-1,16:19:34
-1,16:20:10
-1,16:20:47
-1,16:21:27
-1,16:22:04
-1,16:22:40
-1,16:23:21
-1,16:23:58
-1,16:24:35
-1,16:25:11
-1,16:25:48
-1,16:26:23
-1,16:26:59
-1,16:27:36
-1,16:28:12
-1,16:28:49
-1,16:29:25
-1,16:30:03
-1,16:30:40
-1,16:31:17
-1,16:31:54
-1,16:32:30
-1,16:33:07
-1,16:33:48
-1,16:34:24
-1,16:35:01
-1,16:35:37
-1,16:36:11
-1,16:36:50
-1,16:37:27
-1,16:38:03
-1,16:38:38
-1,16:39:12
-1,10:30:30
-1,10:31:22
-1,10:32:08
-1,10:32:56
-1,10:33:43
-1,10:34:39
-1,10:35:34
-1,10:36:23
-1,10:37:20
-1,10:38:06
-1,10:39:04
-1,10:39:56
-1,10:40:57
-1,10:41:49
-1,10:42:42
-1,10:43:32
-1,10:44:33
-1,10:45:36
-1,10:46:24
