time,CPUPerc,RAMPerc,RAMAvailable,RAMTotal,BashliteActive
19:58:15,29.7,15.0,3150675968,3707023360,False
19:58:17,61.0,15.0,3149221888,3707023360,False
19:58:20,27.7,15.0,3150512128,3707023360,False
19:58:22,31.2,15.0,3150520320,3707023360,False
19:58:24,26.8,15.1,3148713984,3707023360,False
19:58:26,31.6,15.0,3149230080,3707023360,False
19:58:28,25.6,15.1,3148722176,3707023360,False
19:58:30,22.7,15.0,3150528512,3707023360,False
19:58:32,33.0,15.0,3150528512,3707023360,False
19:58:34,20.8,15.1,3148730368,3707023360,False
19:58:36,22.4,15.1,3148730368,3707023360,False
19:58:38,25.5,15.1,3148988416,3707023360,False
19:58:40,24.5,15.1,3148480512,3707023360,False
19:58:42,21.9,15.1,3148480512,3707023360,False
19:58:44,22.2,15.1,3148738560,3707023360,False
19:58:46,20.6,15.1,3148746752,3707023360,False
19:58:48,25.5,15.1,3148746752,3707023360,False
19:58:50,22.9,15.1,3148746752,3707023360,False
19:58:52,26.3,15.1,3148754944,3707023360,False
19:58:54,24.5,15.1,3148496896,3707023360,False
19:58:56,23.7,15.1,3148505088,3707023360,False
19:58:58,24.7,15.1,3149021184,3707023360,False
19:59:00,24.7,15.1,3149021184,3707023360,False
19:59:02,26.3,15.1,3148513280,3707023360,False
19:59:04,28.6,15.1,3148517376,3707023360,False
19:59:06,29.9,15.1,3148525568,3707023360,False
19:59:08,28.4,15.1,3148525568,3707023360,False
19:59:10,25.5,15.1,3148525568,3707023360,False
19:59:12,26.3,15.0,3149307904,3707023360,False
19:59:14,25.8,15.1,3148791808,3707023360,False
19:59:16,21.6,15.1,3148791808,3707023360,False
19:59:18,26.5,15.0,3150561280,3707023360,False
19:59:20,22.7,15.1,3148541952,3707023360,False
19:59:22,24.5,15.1,3149058048,3707023360,False
19:59:24,20.0,15.1,3148550144,3707023360,False
19:59:26,36.6,15.0,3150614528,3707023360,False
19:59:28,45.9,15.0,3150614528,3707023360,False
19:59:31,21.9,15.0,3150622720,3707023360,False
19:59:33,29.3,15.1,3148816384,3707023360,False
19:59:35,29.2,15.1,3148558336,3707023360,False
19:59:37,24.7,15.1,3148566528,3707023360,False
19:59:39,28.9,15.1,3148566528,3707023360,False
19:59:41,28.4,15.1,3148566528,3707023360,False
19:59:43,30.5,15.1,3148849152,3707023360,False
19:59:45,27.3,15.1,3148591104,3707023360,False
19:59:47,26.0,15.0,3149152256,3707023360,False
19:59:49,26.9,15.1,3148902400,3707023360,False
19:59:51,24.5,15.1,3148918784,3707023360,False
19:59:53,25.3,15.1,3148910592,3707023360,False
19:59:55,22.7,15.1,3148910592,3707023360,False
19:59:57,24.0,15.1,3148918784,3707023360,False
19:59:59,22.9,15.1,3148918784,3707023360,False
20:00:01,25.8,15.1,3148918784,3707023360,False
20:00:03,29.9,15.0,3149524992,3707023360,False
20:00:05,24.0,15.1,3149008896,3707023360,False
20:00:07,21.4,15.0,3149266944,3707023360,False
20:00:09,21.1,15.1,3149017088,3707023360,False
20:00:11,25.0,15.1,3149017088,3707023360,False
20:00:13,26.8,15.0,3149275136,3707023360,False
20:00:15,25.8,15.0,3149283328,3707023360,False
20:00:17,24.0,15.0,3149295616,3707023360,False
20:00:19,25.8,15.1,3149037568,3707023360,False
20:00:21,24.0,15.1,3149045760,3707023360,False
20:00:23,23.7,15.1,3149045760,3707023360,False
20:00:25,21.3,15.1,3149053952,3707023360,False
20:00:27,21.9,15.0,3149312000,3707023360,False
20:00:29,21.9,15.0,3149312000,3707023360,False
20:00:32,22.9,15.1,3149053952,3707023360,False
20:00:34,20.8,15.1,3149053952,3707023360,False
20:00:36,21.9,15.1,3149053952,3707023360,False
20:00:38,22.9,15.0,3149320192,3707023360,False
20:00:40,20.8,15.1,3149062144,3707023360,False
20:00:42,21.2,15.1,3149062144,3707023360,False
20:00:44,21.6,15.1,3149070336,3707023360,False
20:00:46,20.8,15.1,3149070336,3707023360,False
20:00:48,27.3,15.1,3149070336,3707023360,False
20:00:50,23.7,15.1,3148820480,3707023360,False
20:00:52,22.7,15.1,3148820480,3707023360,False
20:00:54,23.5,15.1,3149086720,3707023360,False
20:00:56,21.9,15.1,3149086720,3707023360,False
20:00:58,23.7,15.1,3149086720,3707023360,False
20:01:00,21.6,15.1,3149094912,3707023360,False
20:01:02,20.8,15.1,3149094912,3707023360,False
20:01:04,21.6,15.1,3148836864,3707023360,False
20:01:06,23.2,15.1,3148845056,3707023360,False
20:01:08,25.5,15.1,3149103104,3707023360,False
20:01:10,25.0,15.1,3148849152,3707023360,False
20:01:12,27.7,15.1,3148857344,3707023360,False
20:01:14,24.7,15.1,3148857344,3707023360,False
20:01:16,19.6,15.1,3148857344,3707023360,False
20:01:18,25.3,15.1,3148865536,3707023360,False
20:01:20,21.1,15.1,3148865536,3707023360,False
20:01:22,26.5,15.0,3149123584,3707023360,False
20:01:24,22.4,15.1,3148873728,3707023360,False
20:01:26,24.5,15.1,3148873728,3707023360,False
20:01:28,25.0,15.0,3149131776,3707023360,False
20:01:30,23.7,15.1,3148881920,3707023360,False
20:01:32,25.8,15.0,3149139968,3707023360,False
20:01:34,20.6,15.1,3148890112,3707023360,False
20:01:36,22.9,15.1,3148890112,3707023360,False
20:01:38,22.7,15.1,3148890112,3707023360,False
20:01:40,25.0,15.1,3148898304,3707023360,False
20:01:42,25.5,15.0,3149156352,3707023360,False
20:01:44,19.6,15.1,3148898304,3707023360,False
20:01:46,21.9,15.1,3148906496,3707023360,False
