time,CPUPerc,RAMPerc,RAMAvailable,RAMTotal,BashliteActive
15:06:57,22.1,16.9,3081609216,3706793984,False
15:06:59,23.7,16.9,3081867264,3706793984,False
15:07:01,17.7,16.9,3081359360,3706793984,False
15:07:03,26.5,16.9,3081875456,3706793984,False
15:07:05,24.0,16.9,3081359360,3706793984,False
15:07:08,19.8,16.9,3081363456,3706793984,False
15:07:10,22.4,16.9,3081883648,3706793984,False
15:07:12,22.1,16.9,3081367552,3706793984,False
15:07:14,24.0,16.9,3081887744,3706793984,False
15:07:16,20.8,16.9,3081371648,3706793984,False
15:07:18,22.7,16.9,3081371648,3706793984,False
15:07:20,23.7,16.9,3081891840,3706793984,False
15:07:22,24.2,16.9,3081633792,3706793984,False
15:07:24,24.2,16.9,3081891840,3706793984,False
15:07:26,23.2,16.9,3081379840,3706793984,False
15:07:28,21.6,16.9,3081379840,3706793984,False
15:07:30,22.7,16.9,3081637888,3706793984,False
15:07:32,21.6,16.9,3081637888,3706793984,False
15:07:34,25.8,16.9,3081379840,3706793984,False
15:07:36,25.5,16.9,3081383936,3706793984,False
15:07:38,23.7,16.9,3081383936,3706793984,False
15:07:40,25.8,16.9,3081641984,3706793984,False
15:07:42,23.7,16.9,3081388032,3706793984,False
15:07:44,27.1,16.9,3081646080,3706793984,False
15:07:46,24.2,16.9,3081650176,3706793984,False
15:07:48,23.4,16.9,3081392128,3706793984,False
15:07:50,22.7,16.9,3081650176,3706793984,False
15:07:52,26.5,16.9,3081396224,3706793984,False
15:07:54,25.8,16.9,3081654272,3706793984,False
15:07:56,30.3,16.9,3081351168,3706793984,False
15:07:58,24.7,16.9,3081125888,3706793984,False
15:08:00,27.6,16.9,3081125888,3706793984,False
15:08:02,19.8,16.9,3081125888,3706793984,False
15:08:04,24.0,16.9,3081125888,3706793984,False
15:08:06,22.7,16.9,3080826880,3706793984,False
15:08:08,27.1,16.9,3080826880,3706793984,False
15:08:10,22.4,16.9,3081084928,3706793984,False
15:08:12,23.5,16.9,3081080832,3706793984,False
15:08:14,25.5,16.9,3080822784,3706793984,False
15:08:16,24.0,16.9,3081080832,3706793984,False
15:08:18,24.0,16.9,3081605120,3706793984,False
15:08:20,21.2,16.9,3081351168,3706793984,False
15:08:22,22.7,16.9,3081351168,3706793984,False
15:08:24,27.8,16.9,3081351168,3706793984,False
15:08:26,25.5,16.9,3081351168,3706793984,False
15:08:28,22.4,16.9,3081621504,3706793984,False
15:08:31,20.0,16.9,3081363456,3706793984,False
15:08:33,24.5,16.9,3081363456,3706793984,False
15:08:35,24.5,16.9,3081367552,3706793984,False
15:08:37,21.1,16.9,3081101312,3706793984,False
15:08:39,26.0,16.9,3081875456,3706793984,False
15:08:41,28.1,16.9,3081359360,3706793984,False
15:08:43,23.5,16.9,3081101312,3706793984,False
15:08:45,20.4,16.9,3081105408,3706793984,False
15:08:47,23.5,16.9,3081105408,3706793984,False
15:08:49,24.2,16.9,3081625600,3706793984,False
15:08:51,24.2,16.9,3081371648,3706793984,False
15:08:53,23.2,16.9,3081113600,3706793984,False
15:08:55,24.0,16.9,3081371648,3706793984,False
15:08:57,31.6,16.9,3081326592,3706793984,False
15:08:59,24.5,16.9,3081904128,3706793984,False
15:09:01,22.9,16.9,3081396224,3706793984,False
15:09:03,21.9,16.9,3081396224,3706793984,False
15:09:05,23.2,16.9,3081654272,3706793984,False
15:09:07,24.7,16.9,3081658368,3706793984,False
15:09:09,25.0,16.9,3081916416,3706793984,False
15:09:11,23.2,16.9,3081404416,3706793984,False
15:09:13,23.7,16.9,3081404416,3706793984,False
15:09:15,22.7,16.9,3081920512,3706793984,False
15:09:17,24.2,16.9,3081666560,3706793984,False
15:09:19,24.7,16.9,3081408512,3706793984,False
15:09:21,21.4,16.9,3081408512,3706793984,False
15:09:23,22.7,16.9,3081408512,3706793984,False
15:09:25,23.2,16.9,3081408512,3706793984,False
15:09:27,22.4,16.9,3081408512,3706793984,False
15:09:29,26.0,16.9,3081924608,3706793984,False
15:09:31,18.7,16.9,3081408512,3706793984,False
15:09:33,23.5,16.9,3081408512,3706793984,False
15:09:35,21.1,16.9,3081412608,3706793984,False
15:09:37,23.2,16.9,3081412608,3706793984,False
15:09:39,22.4,16.9,3081670656,3706793984,False
15:09:41,22.4,16.9,3081416704,3706793984,False
15:09:43,24.2,16.9,3081416704,3706793984,False
15:09:45,21.6,16.9,3081674752,3706793984,False
15:09:47,20.8,16.9,3081416704,3706793984,False
15:09:49,27.6,16.9,3081932800,3706793984,False
15:09:51,24.0,16.9,3081416704,3706793984,False
15:09:53,25.3,16.9,3081932800,3706793984,False
15:09:55,22.9,16.9,3081416704,3706793984,False
15:09:57,20.6,16.9,3081420800,3706793984,False
15:09:59,22.9,16.9,3081936896,3706793984,False
15:10:01,23.7,16.9,3081420800,3706793984,False
15:10:04,25.8,16.9,3081420800,3706793984,False
15:10:06,22.7,16.9,3081420800,3706793984,False
15:10:08,23.5,16.9,3081424896,3706793984,False
15:10:10,22.6,16.9,3081424896,3706793984,False
15:10:12,26.5,16.9,3081424896,3706793984,False
15:10:14,28.4,16.9,3081940992,3706793984,False
15:10:16,22.9,16.9,3081428992,3706793984,False
15:10:18,24.2,16.9,3081428992,3706793984,False
15:10:20,22.7,16.9,3081428992,3706793984,False
15:10:22,21.6,16.9,3081428992,3706793984,False
15:10:24,23.7,16.9,3081949184,3706793984,False
15:10:26,22.4,16.9,3081949184,3706793984,False
15:10:28,24.0,16.9,3081433088,3706793984,False
15:10:30,32.6,16.9,3081158656,3706793984,False
15:10:32,27.3,16.9,3081162752,3706793984,False
15:10:34,24.7,16.9,3080904704,3706793984,False
15:10:36,21.9,16.9,3080904704,3706793984,False
15:10:38,19.8,16.9,3080908800,3706793984,False
15:10:40,22.9,16.9,3080900608,3706793984,False
15:10:42,24.7,16.9,3080900608,3706793984,False
15:10:44,24.0,16.9,3081416704,3706793984,False
15:10:46,22.7,16.9,3080904704,3706793984,False
15:10:48,25.5,16.9,3080904704,3706793984,False
15:10:50,22.9,16.9,3080908800,3706793984,False
15:10:52,24.5,16.9,3081175040,3706793984,False
15:10:54,22.7,16.9,3081433088,3706793984,False
15:10:56,21.6,16.9,3081179136,3706793984,False
15:10:58,21.9,16.9,3081179136,3706793984,False
15:11:00,28.3,16.9,3081437184,3706793984,False
15:11:02,22.4,16.9,3081179136,3706793984,False
15:11:04,28.9,16.9,3081179136,3706793984,False
15:11:06,21.9,16.9,3081179136,3706793984,False
15:11:08,24.5,16.9,3081183232,3706793984,False
15:11:10,25.5,16.9,3081699328,3706793984,False
15:11:12,23.5,16.9,3081183232,3706793984,False
15:11:14,25.0,16.9,3081183232,3706793984,False
15:11:16,22.4,16.9,3081183232,3706793984,False
15:11:18,21.9,16.9,3081183232,3706793984,False
15:11:20,24.5,16.9,3081187328,3706793984,False
15:11:22,22.9,16.9,3081187328,3706793984,False
15:11:24,23.7,16.9,3081445376,3706793984,False
15:11:26,26.3,16.9,3081191424,3706793984,False
15:11:28,23.2,16.9,3081449472,3706793984,False
15:11:30,25.8,16.9,3081465856,3706793984,False
15:11:32,21.6,16.9,3081465856,3706793984,False
15:11:34,23.2,16.9,3081465856,3706793984,False
15:11:37,26.5,16.9,3081216000,3706793984,False
15:11:39,24.7,16.9,3081732096,3706793984,False
15:11:41,22.7,16.9,3081474048,3706793984,False
15:11:43,23.5,16.9,3081478144,3706793984,False
15:11:45,25.8,16.9,3081478144,3706793984,False
15:11:47,25.0,16.9,3081224192,3706793984,False
15:11:49,25.0,16.9,3081224192,3706793984,False
15:11:51,27.4,16.9,3081224192,3706793984,False
15:11:53,25.8,16.9,3081228288,3706793984,False
15:11:55,25.3,16.9,3081486336,3706793984,False
15:11:57,21.6,16.9,3081228288,3706793984,False
15:11:59,25.0,16.9,3081756672,3706793984,False
15:12:01,22.7,16.9,3081748480,3706793984,False
15:12:03,22.7,16.9,3081236480,3706793984,False
15:12:05,22.9,16.9,3081236480,3706793984,False
15:12:07,22.7,16.9,3081236480,3706793984,False
15:12:09,25.8,16.9,3081756672,3706793984,False
15:12:11,23.5,16.9,3081240576,3706793984,False
15:12:13,23.5,16.9,3081240576,3706793984,False
15:12:15,21.9,16.9,3081248768,3706793984,False
15:12:17,24.5,16.9,3081248768,3706793984,False
15:12:19,24.2,16.9,3081764864,3706793984,False
15:12:21,23.7,16.9,3081252864,3706793984,False
15:12:23,24.0,16.9,3081252864,3706793984,False
15:12:25,26.3,16.9,3081519104,3706793984,False
15:12:27,19.6,16.9,3081523200,3706793984,False
15:12:29,24.7,16.9,3081523200,3706793984,False
15:12:31,25.5,16.9,3081269248,3706793984,False
15:12:33,23.7,16.9,3081269248,3706793984,False
15:12:35,22.4,16.9,3081527296,3706793984,False
15:12:37,25.8,16.9,3081531392,3706793984,False
15:12:39,25.5,16.9,3081789440,3706793984,False
15:12:41,24.7,16.9,3081535488,3706793984,False
15:12:43,22.7,16.9,3081535488,3706793984,False
15:12:45,24.7,16.9,3081277440,3706793984,False
15:12:47,24.5,16.9,3081281536,3706793984,False
15:12:49,27.3,16.9,3081281536,3706793984,False
15:12:51,22.7,16.9,3081281536,3706793984,False
15:12:53,23.7,16.9,3081281536,3706793984,False
15:12:55,23.4,16.9,3081539584,3706793984,False
15:12:57,24.5,16.9,3081281536,3706793984,False
15:12:59,25.8,16.9,3081285632,3706793984,False
15:13:01,19.6,16.9,3081285632,3706793984,False
15:13:03,36.0,16.8,3082776576,3706793984,False
15:13:05,22.7,16.9,3080761344,3706793984,False
15:13:07,23.7,16.9,3081019392,3706793984,False
15:13:10,21.6,16.8,3083087872,3706793984,False
15:13:12,21.6,16.8,3083087872,3706793984,False
15:13:14,28.1,16.9,3081277440,3706793984,False
15:13:16,25.5,16.9,3080765440,3706793984,False
15:13:18,25.0,16.9,3080765440,3706793984,False
15:13:20,22.7,16.9,3080769536,3706793984,False
15:13:22,36.3,16.9,3080773632,3706793984,False
15:13:24,30.1,16.9,3081031680,3706793984,False
15:13:26,20.8,16.9,3081043968,3706793984,False
15:13:28,24.7,16.9,3081043968,3706793984,False
15:13:30,25.5,16.9,3081043968,3706793984,False
15:13:32,23.7,16.9,3081048064,3706793984,False
15:13:34,23.7,16.9,3081564160,3706793984,False
15:13:36,25.5,16.9,3081310208,3706793984,False
15:13:38,22.9,16.9,3081052160,3706793984,False
15:13:40,22.9,16.9,3081060352,3706793984,False
15:13:42,24.2,16.9,3081068544,3706793984,False
15:13:44,26.9,16.9,3081576448,3706793984,False
15:13:46,22.9,16.9,3081318400,3706793984,False
15:13:48,24.5,16.9,3081060352,3706793984,False
15:13:50,21.1,16.9,3081060352,3706793984,False
15:13:52,27.7,16.9,3081064448,3706793984,False
15:13:54,27.0,16.9,3080806400,3706793984,False
15:13:56,21.9,16.9,3080806400,3706793984,False
15:13:58,32.3,16.9,3081019392,3706793984,False
15:14:00,31.3,16.9,3081322496,3706793984,False
15:14:02,22.7,16.9,3081064448,3706793984,False
15:14:04,25.8,16.9,3080806400,3706793984,False
15:14:06,23.5,16.9,3080806400,3706793984,False
15:14:08,22.8,16.9,3081342976,3706793984,False
15:14:10,20.9,16.9,3081342976,3706793984,False
15:14:12,21.6,16.9,3081342976,3706793984,False
15:14:14,24.7,16.9,3081347072,3706793984,False
15:14:16,21.9,16.9,3081347072,3706793984,False
15:14:18,21.9,16.9,3081347072,3706793984,False
15:14:20,23.5,16.9,3081347072,3706793984,False
15:14:22,21.1,16.9,3081347072,3706793984,False
15:14:24,21.1,16.9,3081351168,3706793984,False
15:14:26,25.0,16.9,3081351168,3706793984,False
15:14:28,22.7,16.9,3081355264,3706793984,False
15:14:30,23.5,16.9,3081367552,3706793984,False
15:14:32,25.0,16.9,3081367552,3706793984,False
15:14:35,24.5,16.9,3081367552,3706793984,False
15:14:37,22.9,16.9,3081367552,3706793984,False
15:14:39,26.5,16.9,3081883648,3706793984,False
15:14:41,23.5,16.9,3081625600,3706793984,False
15:14:43,23.7,16.9,3081625600,3706793984,False
15:14:45,23.2,16.9,3081367552,3706793984,False
15:14:47,25.0,16.9,3081367552,3706793984,False
15:14:49,26.8,16.9,3081625600,3706793984,False
15:14:51,21.1,16.9,3081625600,3706793984,False
15:14:53,24.7,16.9,3081371648,3706793984,False
15:14:55,23.4,16.9,3081371648,3706793984,False
15:14:57,21.9,16.9,3081371648,3706793984,False
15:14:59,25.5,16.9,3081887744,3706793984,False
15:15:01,21.3,16.9,3081629696,3706793984,False
15:15:03,22.9,16.9,3081629696,3706793984,False
15:15:05,26.0,16.9,3081371648,3706793984,False
15:15:07,17.9,16.9,3081371648,3706793984,False
15:15:09,24.5,16.9,3081371648,3706793984,False
15:15:11,22.9,16.9,3081375744,3706793984,False
15:15:13,22.7,16.9,3081375744,3706793984,False
15:15:15,20.8,16.9,3081637888,3706793984,False
15:15:17,22.9,16.9,3081637888,3706793984,False
15:15:19,23.7,16.9,3081895936,3706793984,False
15:15:21,26.0,16.9,3081379840,3706793984,False
15:15:23,23.2,16.9,3081379840,3706793984,False
15:15:25,20.8,16.9,3081379840,3706793984,False
15:15:27,21.9,16.9,3081383936,3706793984,False
15:15:29,25.0,16.9,3081900032,3706793984,False
15:15:31,24.5,16.9,3081641984,3706793984,False
15:15:33,19.8,16.9,3081388032,3706793984,False
15:15:35,22.1,16.9,3081388032,3706793984,False
15:15:37,23.5,16.9,3081388032,3706793984,False
15:15:39,23.7,16.9,3081908224,3706793984,False
15:15:41,21.4,16.9,3081117696,3706793984,False
15:15:43,23.4,16.9,3081084928,3706793984,False
15:15:45,25.0,16.9,3080826880,3706793984,False
15:15:47,23.9,16.9,3080826880,3706793984,False
15:15:49,29.9,16.9,3080822784,3706793984,False
15:15:51,25.5,16.9,3080822784,3706793984,False
15:15:53,27.8,16.9,3080822784,3706793984,False
15:15:55,34.4,16.9,3080830976,3706793984,False
15:15:58,21.1,16.9,3080830976,3706793984,False
15:16:00,25.5,16.9,3082125312,3706793984,False
15:16:02,23.4,16.9,3081236480,3706793984,False
15:16:04,27.1,16.9,3081494528,3706793984,False
15:16:06,19.6,16.9,3081240576,3706793984,False
15:16:08,23.7,16.9,3081240576,3706793984,False
15:16:10,24.2,16.9,3081498624,3706793984,False
15:16:12,22.3,16.9,3081240576,3706793984,False
15:16:14,26.6,16.9,3081498624,3706793984,False
15:16:16,24.5,16.9,3081240576,3706793984,False
15:16:18,22.7,16.9,3081240576,3706793984,False
15:16:20,23.2,16.9,3081240576,3706793984,False
15:16:22,18.3,16.9,3081240576,3706793984,False
15:16:24,34.0,16.9,3081764864,3706793984,False
15:16:26,22.7,16.9,3080982528,3706793984,False
15:16:28,18.9,16.9,3080982528,3706793984,False
15:16:30,22.7,16.9,3080986624,3706793984,False
15:16:32,33.7,16.9,3080986624,3706793984,False
15:16:34,25.0,16.9,3081502720,3706793984,False
15:16:36,19.8,16.9,3080986624,3706793984,False
15:16:38,23.5,16.9,3080986624,3706793984,False
15:16:40,26.8,16.9,3080986624,3706793984,False
15:16:42,23.7,16.9,3081261056,3706793984,False
15:16:44,24.5,16.9,3081519104,3706793984,False
15:16:46,20.8,16.9,3081519104,3706793984,False
15:16:48,24.5,16.9,3081519104,3706793984,False
15:16:50,23.2,16.9,3081523200,3706793984,False
15:16:52,20.8,16.9,3081523200,3706793984,False
15:16:54,28.1,16.9,3081265152,3706793984,False
15:16:56,27.6,16.9,3081269248,3706793984,False
15:16:58,20.8,16.9,3081269248,3706793984,False
15:17:00,26.8,16.9,3081785344,3706793984,False
15:17:02,21.4,16.9,3081531392,3706793984,False
15:17:04,25.5,16.9,3081789440,3706793984,False
15:17:06,21.6,16.9,3081277440,3706793984,False
15:17:08,21.9,16.9,3081277440,3706793984,False
15:17:10,21.9,16.9,3081535488,3706793984,False
15:17:12,28.6,16.9,3081535488,3706793984,False
15:17:14,24.5,16.9,3081535488,3706793984,False
15:17:16,22.6,16.9,3081277440,3706793984,False
15:17:18,20.4,16.9,3081285632,3706793984,False
15:17:20,23.2,16.9,3081543680,3706793984,False
15:17:22,23.5,16.9,3081543680,3706793984,False
15:17:24,25.8,16.9,3081801728,3706793984,False
15:17:27,21.4,16.9,3081285632,3706793984,False
15:17:29,30.6,16.9,3081805824,3706793984,False
15:17:31,22.3,16.9,3081289728,3706793984,False
15:17:33,22.4,16.9,3081289728,3706793984,False
15:17:35,20.0,16.9,3081809920,3706793984,False
15:17:37,25.0,16.9,3081293824,3706793984,False
15:17:39,24.7,16.9,3081809920,3706793984,False
15:17:41,25.3,16.9,3081297920,3706793984,False
15:17:43,21.1,16.9,3081297920,3706793984,False
15:17:45,25.8,16.9,3081297920,3706793984,False
15:17:47,24.0,16.9,3081297920,3706793984,False
15:17:49,22.7,16.9,3081814016,3706793984,False
15:17:51,21.9,16.9,3081555968,3706793984,False
15:17:53,27.6,16.9,3081560064,3706793984,False
15:17:55,26.0,16.9,3081560064,3706793984,False
15:17:57,24.7,16.9,3081302016,3706793984,False
15:17:59,28.9,16.9,3081560064,3706793984,False
15:18:01,25.0,16.9,3081560064,3706793984,False
15:18:03,23.7,16.9,3081560064,3706793984,False
15:18:05,27.8,16.9,3081302016,3706793984,False
15:18:07,25.0,16.9,3081302016,3706793984,False
15:18:09,23.7,16.9,3081822208,3706793984,False
15:18:11,22.9,16.9,3081564160,3706793984,False
15:18:13,24.0,16.9,3080773632,3706793984,False
15:18:15,26.0,16.8,3082305536,3706793984,False
15:18:17,26.0,16.8,3082305536,3706793984,False
15:18:19,26.0,16.9,3080978432,3706793984,False
15:18:21,18.8,16.9,3081023488,3706793984,False
15:18:23,26.3,16.9,3081015296,3706793984,False
15:18:25,24.7,16.9,3080757248,3706793984,False
15:18:27,23.7,16.9,3080757248,3706793984,False
15:18:29,41.1,16.9,3081027584,3706793984,False
15:18:31,23.5,16.9,3081027584,3706793984,False
15:18:33,22.1,16.9,3081031680,3706793984,False
15:18:35,24.0,16.9,3081297920,3706793984,False
15:18:37,25.3,16.9,3081297920,3706793984,False
15:18:39,22.9,16.9,3081555968,3706793984,False
15:18:41,24.7,16.9,3081555968,3706793984,False
15:18:43,23.7,16.9,3081297920,3706793984,False
15:18:45,21.9,16.9,3081297920,3706793984,False
15:18:47,18.9,16.9,3081297920,3706793984,False
15:18:49,23.7,16.9,3081306112,3706793984,False
15:18:51,22.6,16.9,3081306112,3706793984,False
15:18:53,26.3,16.8,3083055104,3706793984,False
15:18:56,18.7,16.9,3081302016,3706793984,False
15:18:58,25.0,16.9,3081043968,3706793984,False
15:19:00,22.3,16.9,3081560064,3706793984,False
15:19:02,24.2,16.9,3081052160,3706793984,False
15:19:04,25.8,16.9,3081568256,3706793984,False
15:19:06,32.6,16.9,3081056256,3706793984,False
15:19:08,26.6,16.9,3081314304,3706793984,False
15:19:10,23.7,16.9,3081056256,3706793984,False
15:19:12,19.1,16.9,3081056256,3706793984,False
15:19:14,28.9,16.9,3081572352,3706793984,False
15:19:16,22.7,16.9,3081330688,3706793984,False
15:19:18,23.5,16.9,3081334784,3706793984,False
15:19:20,23.5,16.9,3081334784,3706793984,False
15:19:22,24.5,16.9,3081338880,3706793984,False
15:19:24,22.9,16.9,3081596928,3706793984,False
15:19:26,23.7,16.9,3081338880,3706793984,False
15:19:28,20.2,16.9,3081338880,3706793984,False
15:19:30,24.0,16.9,3081596928,3706793984,False
15:19:32,24.2,16.9,3081596928,3706793984,False
15:19:34,26.3,16.9,3081859072,3706793984,False
15:19:36,24.7,16.9,3081859072,3706793984,False
15:19:38,23.5,16.9,3081342976,3706793984,False
15:19:40,21.6,16.9,3081605120,3706793984,False
15:19:42,22.1,16.9,3081605120,3706793984,False
15:19:44,26.1,16.9,3081605120,3706793984,False
15:19:46,20.6,16.9,3081605120,3706793984,False
15:19:48,21.3,16.9,3081605120,3706793984,False
15:19:50,21.6,16.9,3081347072,3706793984,False
15:19:52,25.3,16.9,3081347072,3706793984,False
15:19:54,22.6,16.9,3081863168,3706793984,False
15:19:56,19.1,16.9,3081347072,3706793984,False
15:19:58,21.6,16.9,3081347072,3706793984,False
15:20:00,24.7,16.9,3081347072,3706793984,False
15:20:02,22.7,16.9,3081355264,3706793984,False
15:20:04,22.9,16.9,3081871360,3706793984,False
15:20:06,24.5,16.9,3081613312,3706793984,False
15:20:08,26.7,16.9,3081617408,3706793984,False
15:20:10,24.2,16.9,3081617408,3706793984,False
15:20:12,20.8,16.9,3081359360,3706793984,False
15:20:14,25.3,16.9,3081621504,3706793984,False
15:20:16,23.7,16.9,3081363456,3706793984,False
15:20:18,22.9,16.9,3081363456,3706793984,False
15:20:20,18.5,16.9,3081363456,3706793984,False
15:20:23,21.6,16.9,3081363456,3706793984,False
15:20:25,28.9,16.9,3081363456,3706793984,False
15:20:27,24.2,16.9,3081109504,3706793984,False
15:20:29,24.5,16.9,3081625600,3706793984,False
15:20:31,25.0,16.9,3081371648,3706793984,False
15:20:33,22.7,16.9,3081113600,3706793984,False
15:20:35,26.0,16.9,3081371648,3706793984,False
15:20:37,23.2,16.9,3081117696,3706793984,False
15:20:39,22.8,16.9,3081633792,3706793984,False
15:20:41,28.7,16.9,3081117696,3706793984,False
15:20:43,22.7,16.9,3081117696,3706793984,False
15:20:45,28.7,16.9,3081375744,3706793984,False
15:20:47,25.0,16.9,3081375744,3706793984,False
15:20:49,27.1,16.9,3081109504,3706793984,False
15:20:51,23.2,16.9,3080851456,3706793984,False
15:20:53,19.1,16.9,3080851456,3706793984,False
15:20:55,22.7,16.9,3081113600,3706793984,False
15:20:57,23.7,16.9,3080622080,3706793984,False
15:20:59,26.0,16.9,3080622080,3706793984,False
15:21:01,24.5,16.9,3080622080,3706793984,False
15:21:03,24.0,16.9,3080630272,3706793984,False
15:21:05,28.6,16.9,3080372224,3706793984,False
15:21:07,20.6,16.9,3080896512,3706793984,False
15:21:09,25.8,16.9,3081678848,3706793984,False
15:21:11,23.5,16.9,3081162752,3706793984,False
15:21:13,25.3,16.9,3081166848,3706793984,False
15:21:15,23.5,16.9,3081166848,3706793984,False
15:21:17,22.7,16.9,3081175040,3706793984,False
15:21:19,25.5,16.9,3081166848,3706793984,False
15:21:21,25.5,16.9,3081166848,3706793984,False
15:21:23,22.7,16.9,3081166848,3706793984,False
15:21:25,22.1,16.8,3083231232,3706793984,False
15:21:27,23.4,16.8,3083231232,3706793984,False
15:21:29,27.0,16.9,3081166848,3706793984,False
15:21:31,25.5,16.9,3081166848,3706793984,False
15:21:33,20.6,16.9,3080908800,3706793984,False
15:21:35,26.3,16.9,3080908800,3706793984,False
15:21:37,22.7,16.9,3080908800,3706793984,False
15:21:39,25.3,16.9,3080908800,3706793984,False
15:21:41,25.0,16.9,3080912896,3706793984,False
15:21:43,22.9,16.9,3080912896,3706793984,False
15:21:46,22.9,16.9,3080912896,3706793984,False
15:21:48,24.0,16.9,3080912896,3706793984,False
15:21:50,24.0,16.9,3080912896,3706793984,False
15:21:52,25.0,16.9,3081191424,3706793984,False
15:21:54,25.5,16.9,3081973760,3706793984,False
15:21:56,22.9,16.9,3081457664,3706793984,False
15:21:58,24.0,16.9,3081199616,3706793984,False
15:22:00,25.8,16.9,3081719808,3706793984,False
15:22:02,24.2,16.9,3081203712,3706793984,False
15:22:04,26.5,16.9,3081719808,3706793984,False
15:22:06,23.5,16.9,3081207808,3706793984,False
15:22:08,20.2,16.9,3081207808,3706793984,False
15:22:10,23.7,16.9,3081723904,3706793984,False
15:22:12,23.5,16.9,3081207808,3706793984,False
15:22:14,25.0,16.9,3081465856,3706793984,False
15:22:16,22.7,16.9,3081474048,3706793984,False
