count,startOfInfection,endOfInfection,duration
-1,11:50:35
-1,11:51:21
-1,11:52:24
-1,11:53:26
-1,11:54:21
-1,11:55:15
-1,11:56:13
-1,11:57:12
-1,11:58:09
-1,11:59:05
-1,12:00:00
-1,12:00:55
-1,12:01:51
-1,12:02:48
-1,12:03:46
-1,12:04:42
-1,12:05:38
-1,12:06:33
-1,12:07:29
-1,12:08:25
-1,12:09:22
-1,12:10:21
-1,12:11:17
-1,12:12:12
-1,12:13:02
-1,12:13:59
-1,12:14:56
-1,12:15:50
-1,12:16:47
-1,12:17:43
-1,12:18:37
-1,12:19:32
-1,12:20:27
-1,12:21:26
-1,12:22:24
-1,12:23:22
-1,12:24:17
-1,12:25:08
-1,12:26:04
-1,12:26:57
-1,12:27:55
-1,12:28:50
-1,12:29:45
-1,12:30:40
-1,12:31:41
-1,12:32:35
-1,12:33:28
-1,12:34:22
-1,12:35:15
-1,12:36:09
-1,12:37:07
-1,12:38:01
-1,12:38:54
-1,12:39:51
-1,12:40:48
-1,12:41:44
-1,12:42:39
-1,12:43:33
-1,12:44:29
-1,12:45:23
-1,12:46:17
-1,12:47:09
-1,12:48:05
-1,12:48:59
-1,12:49:57
-1,12:50:52
-1,12:51:45
-1,12:52:41
-1,12:53:37
