time,numberOfPacketsTrans,numberOfPacketsRec,loss,bashliteRun
14:58:22,1,1,0%,18
14:58:23,1,1,0%,18
14:58:23,1,1,0%,18
14:58:24,1,1,0%,18
14:58:24,1,1,0%,18
14:58:25,1,1,0%,18
14:58:25,1,1,0%,18
14:58:26,1,1,0%,18
14:58:26,1,1,0%,18
14:58:27,1,1,0%,18
14:58:28,1,1,0%,19
14:58:28,1,1,0%,19
14:58:29,1,1,0%,19
14:58:29,1,1,0%,19
14:58:30,1,1,0%,19
14:58:30,1,1,0%,19
14:58:31,1,1,0%,19
14:58:32,1,1,0%,19
14:58:32,1,1,0%,19
14:58:33,1,1,0%,19
14:58:33,1,1,0%,19
14:58:34,1,1,0%,19
14:58:34,1,1,0%,19
14:58:35,1,1,0%,19
14:58:35,1,1,0%,19
14:58:36,1,1,0%,19
14:58:36,1,1,0%,19
14:58:37,1,1,0%,19
14:58:38,1,1,0%,19
14:58:38,1,1,0%,19
14:58:39,1,1,0%,19
14:58:40,1,1,0%,19
14:58:40,1,1,0%,19
14:58:41,1,1,0%,19
14:58:42,1,1,0%,19
14:58:42,1,1,0%,19
14:58:43,1,1,0%,19
14:58:43,1,1,0%,19
14:58:44,1,1,0%,19
14:58:44,1,1,0%,19
14:58:45,1,1,0%,19
14:58:46,1,1,0%,19
14:58:46,1,1,0%,19
14:58:47,1,1,0%,19
14:58:47,1,1,0%,19
14:58:48,1,1,0%,19
14:58:48,1,1,0%,19
14:58:49,1,1,0%,19
14:58:49,1,1,0%,19
14:58:50,1,1,0%,19
14:58:51,1,1,0%,19
14:58:51,1,1,0%,19
14:58:52,1,1,0%,19
14:58:52,1,1,0%,19
14:58:53,1,1,0%,19
14:58:53,1,1,0%,19
14:58:54,1,1,0%,19
14:58:54,1,1,0%,19
14:58:55,1,1,0%,19
14:58:56,1,1,0%,19
14:58:56,1,1,0%,19
14:58:57,1,1,0%,19
14:58:57,1,1,0%,19
14:58:58,1,1,0%,19
14:58:59,1,1,0%,19
14:58:59,1,1,0%,19
14:59:00,1,1,0%,19
14:59:00,1,1,0%,19
14:59:01,1,1,0%,19
14:59:01,1,1,0%,19
14:59:02,1,1,0%,19
14:59:02,1,1,0%,19
14:59:03,1,1,0%,19
14:59:03,1,1,0%,19
14:59:04,,,,19
14:59:05,,,,19
14:59:05,,,,19
14:59:06,,,,19
14:59:06,,,,19
14:59:07,,,,19
14:59:07,,,,19
14:59:08,,,,19
14:59:08,,,,19
14:59:09,1,1,0%,19
14:59:10,1,1,0%,19
14:59:10,1,1,0%,19
14:59:11,1,1,0%,19
14:59:11,1,1,0%,19
14:59:12,1,1,0%,19
14:59:12,1,1,0%,19
14:59:13,1,1,0%,19
14:59:13,1,1,0%,19
14:59:14,1,1,0%,19
14:59:14,1,1,0%,19
14:59:15,1,1,0%,19
14:59:15,1,1,0%,19
14:59:16,1,1,0%,19
14:59:17,1,1,0%,19
14:59:17,1,1,0%,19
14:59:18,1,1,0%,19
14:59:18,1,1,0%,19
14:59:19,1,1,0%,19
14:59:19,1,1,0%,19
14:59:20,1,1,0%,19
14:59:20,1,1,0%,19
14:59:21,1,1,0%,19
14:59:21,1,1,0%,19
14:59:22,1,1,0%,19
14:59:23,1,1,0%,19
14:59:23,1,1,0%,19
14:59:24,1,1,0%,19
14:59:24,1,1,0%,19
14:59:25,1,1,0%,19
14:59:25,1,1,0%,19
14:59:26,1,1,0%,19
14:59:26,1,1,0%,19
14:59:27,1,1,0%,19
14:59:27,1,1,0%,19
14:59:28,1,1,0%,19
14:59:29,1,1,0%,19
14:59:29,1,1,0%,19
14:59:30,1,1,0%,19
14:59:30,1,1,0%,19
14:59:31,1,1,0%,19
14:59:31,1,1,0%,19
14:59:32,1,1,0%,19
14:59:32,1,1,0%,19
14:59:33,1,1,0%,19
14:59:33,1,1,0%,19
14:59:34,1,1,0%,19
14:59:34,1,1,0%,19
14:59:35,1,1,0%,19
14:59:35,1,1,0%,19
14:59:36,1,1,0%,19
14:59:37,1,1,0%,19
14:59:37,1,1,0%,19
14:59:38,1,1,0%,19
14:59:38,1,1,0%,19
14:59:39,1,1,0%,19
14:59:39,1,1,0%,19
14:59:40,1,1,0%,19
14:59:40,1,1,0%,19
14:59:41,1,1,0%,19
14:59:41,1,1,0%,19
14:59:42,1,1,0%,19
14:59:42,1,1,0%,19
14:59:43,1,1,0%,19
14:59:44,1,1,0%,19
14:59:44,1,1,0%,19
14:59:45,1,1,0%,19
14:59:45,1,1,0%,19
14:59:46,1,1,0%,19
14:59:46,1,1,0%,19
14:59:47,1,1,0%,19
14:59:47,1,1,0%,19
14:59:48,1,1,0%,19
14:59:49,1,1,0%,19
14:59:49,1,1,0%,19
14:59:50,1,1,0%,19
14:59:50,1,1,0%,19
14:59:51,1,1,0%,19
14:59:51,1,1,0%,19
14:59:52,1,1,0%,19
14:59:52,1,1,0%,19
14:59:53,1,1,0%,19
14:59:54,1,1,0%,19
14:59:54,1,1,0%,19
14:59:55,1,1,0%,19
14:59:55,1,1,0%,19
14:59:56,1,1,0%,19
14:59:56,1,1,0%,19
14:59:57,1,1,0%,19
14:59:57,1,1,0%,19
14:59:58,1,1,0%,19
14:59:58,1,1,0%,19
14:59:59,1,1,0%,19
14:59:59,1,1,0%,19
15:00:00,1,1,0%,19
15:00:00,1,1,0%,19
15:00:01,1,1,0%,19
15:00:02,1,1,0%,19
15:00:02,1,1,0%,19
15:00:03,1,1,0%,19
15:00:03,1,1,0%,19
15:00:04,,,,19
15:00:04,,,,19
15:00:05,,,,19
15:00:05,,,,19
15:00:06,,,,19
15:00:07,,,,19
15:00:07,,,,19
15:00:08,,,,19
15:00:08,,,,19
15:00:09,1,1,0%,19
15:00:09,1,1,0%,19
15:00:10,1,1,0%,19
15:00:10,1,1,0%,19
15:00:11,1,1,0%,19
15:00:12,1,1,0%,19
15:00:12,1,1,0%,19
15:00:13,1,1,0%,19
15:00:13,1,1,0%,19
15:00:14,1,1,0%,20
15:00:14,1,1,0%,20
15:00:15,1,1,0%,20
15:00:15,1,1,0%,20
15:00:16,1,1,0%,20
15:00:16,1,1,0%,20
15:00:17,1,1,0%,20
15:00:17,1,1,0%,20
15:00:18,1,1,0%,20
15:00:19,1,1,0%,20
15:00:19,1,1,0%,20
15:00:20,1,1,0%,20
15:00:20,1,1,0%,20
15:00:21,1,1,0%,20
15:00:21,1,1,0%,20
15:00:22,1,1,0%,20
15:00:22,1,1,0%,20
15:00:23,1,1,0%,20
15:00:24,1,1,0%,20
15:00:24,1,1,0%,20
15:00:25,1,1,0%,20
15:00:25,1,1,0%,20
15:00:26,1,1,0%,20
15:00:26,1,1,0%,20
15:00:27,1,1,0%,20
15:00:28,1,1,0%,20
15:00:29,1,1,0%,20
15:00:29,1,1,0%,20
15:00:30,1,1,0%,20
15:00:30,1,1,0%,20
15:00:31,1,1,0%,20
15:00:31,1,1,0%,20
15:00:32,1,1,0%,20
15:00:32,1,1,0%,20
15:00:33,1,1,0%,20
15:00:34,1,1,0%,20
15:00:34,1,1,0%,20
15:00:35,1,1,0%,20
15:00:35,1,1,0%,20
15:00:36,1,1,0%,20
15:00:36,1,1,0%,20
15:00:37,1,1,0%,20
15:00:37,1,1,0%,20
15:00:38,1,1,0%,20
15:00:39,1,1,0%,20
15:00:39,1,1,0%,20
15:00:40,1,1,0%,20
15:00:40,1,1,0%,20
15:00:41,1,1,0%,20
15:00:41,1,1,0%,20
15:00:42,1,1,0%,20
15:00:42,1,1,0%,20
15:00:43,1,1,0%,20
15:00:43,1,1,0%,20
15:00:44,1,1,0%,20
15:00:45,1,1,0%,20
15:00:45,1,1,0%,20
15:00:46,1,1,0%,20
15:00:46,1,1,0%,20
15:00:47,1,1,0%,20
15:00:48,1,1,0%,20
15:00:48,1,1,0%,20
15:00:49,1,1,0%,20
15:00:49,1,1,0%,20
15:00:50,1,1,0%,20
15:00:51,1,1,0%,20
15:00:51,1,1,0%,20
15:00:52,1,1,0%,20
15:00:52,1,1,0%,20
15:00:53,1,1,0%,20
15:00:53,1,1,0%,20
15:00:54,1,1,0%,20
15:00:54,1,1,0%,20
15:00:55,1,1,0%,20
15:00:55,1,1,0%,20
15:00:56,1,1,0%,20
15:00:57,1,1,0%,20
15:00:57,1,1,0%,20
15:00:58,1,1,0%,20
15:00:58,1,1,0%,20
15:00:59,1,1,0%,20
15:01:00,1,1,0%,20
15:01:00,1,1,0%,20
15:01:01,1,1,0%,20
15:01:01,1,1,0%,20
15:01:02,1,1,0%,20
15:01:02,1,1,0%,20
15:01:03,1,1,0%,20
15:01:03,1,1,0%,20
15:01:04,,,,20
15:01:05,,,,20
15:01:05,,,,20
15:01:06,,,,20
15:01:06,,,,20
15:01:07,,,,20
15:01:07,,,,20
15:01:08,,,,20
15:01:08,,,,20
15:01:09,1,1,0%,20
15:01:10,1,1,0%,20
15:01:10,1,1,0%,20
15:01:11,1,1,0%,20
15:01:11,1,1,0%,20
15:01:12,1,1,0%,20
15:01:12,1,1,0%,20
15:01:13,1,1,0%,20
15:01:14,1,1,0%,20
15:01:14,1,1,0%,20
15:01:15,1,1,0%,20
15:01:15,1,1,0%,20
15:01:16,1,1,0%,20
15:01:16,1,1,0%,20
15:01:17,1,1,0%,20
15:01:17,1,1,0%,20
15:01:18,1,1,0%,20
15:01:18,1,1,0%,20
15:01:19,1,1,0%,20
15:01:19,1,1,0%,20
15:01:20,1,1,0%,20
15:01:21,1,1,0%,20
15:01:21,1,1,0%,20
15:01:22,1,1,0%,20
15:01:22,1,1,0%,20
15:01:23,1,1,0%,20
15:01:23,1,1,0%,20
15:01:24,1,1,0%,20
15:01:24,1,1,0%,20
15:01:25,1,1,0%,20
15:01:25,1,1,0%,20
15:01:26,1,1,0%,20
15:01:26,1,1,0%,20
15:01:27,1,1,0%,20
15:01:28,1,1,0%,20
15:01:28,1,1,0%,20
15:01:29,1,1,0%,20
15:01:29,1,1,0%,20
15:01:30,1,1,0%,20
15:01:30,1,1,0%,20
15:01:31,1,1,0%,20
15:01:31,1,1,0%,20
15:01:32,1,1,0%,20
15:01:32,1,1,0%,20
15:01:33,1,1,0%,20
15:01:34,1,1,0%,20
15:01:34,1,1,0%,20
15:01:35,1,1,0%,20
15:01:35,1,1,0%,20
15:01:36,1,1,0%,20
15:01:36,1,1,0%,20
15:01:37,1,1,0%,20
15:01:37,1,1,0%,20
15:01:38,1,1,0%,20
15:01:38,1,1,0%,20
15:01:39,1,1,0%,20
15:01:39,1,1,0%,20
15:01:40,1,1,0%,20
15:01:41,1,1,0%,20
15:01:41,1,1,0%,20
15:01:42,1,1,0%,20
15:01:42,1,1,0%,20
15:01:43,1,1,0%,20
15:01:43,1,1,0%,20
15:01:44,1,1,0%,20
15:01:44,1,1,0%,20
15:01:45,1,1,0%,20
15:01:45,1,1,0%,20
15:01:46,1,1,0%,20
15:01:47,1,1,0%,21
15:01:47,1,1,0%,21
15:01:48,1,1,0%,21
15:01:48,1,1,0%,21
15:01:49,1,1,0%,21
15:01:49,1,1,0%,21
15:01:50,1,1,0%,21
15:01:50,1,1,0%,21
15:01:51,1,1,0%,21
15:01:52,1,1,0%,21
15:01:52,1,1,0%,21
15:01:53,1,1,0%,21
15:01:53,1,1,0%,21
15:01:54,1,1,0%,21
15:01:54,1,1,0%,21
15:01:55,1,1,0%,21
15:01:55,1,1,0%,21
15:01:56,1,1,0%,21
15:01:57,1,1,0%,21
15:01:57,1,1,0%,21
15:01:58,1,1,0%,21
15:01:58,1,1,0%,21
15:01:59,1,1,0%,21
15:01:59,1,1,0%,21
15:02:00,1,1,0%,21
15:02:00,1,1,0%,21
15:02:01,1,1,0%,21
15:02:02,1,1,0%,21
15:02:02,1,1,0%,21
15:02:03,1,1,0%,21
15:02:03,1,1,0%,21
15:02:04,,,,21
15:02:04,,,,21
15:02:05,,,,21
15:02:05,,,,21
15:02:06,,,,21
15:02:06,,,,21
15:02:07,,,,21
15:02:08,,,,21
15:02:08,,,,21
15:02:09,,,,21
15:02:09,,,,21
15:02:10,1,1,0%,21
15:02:10,1,1,0%,21
15:02:11,1,1,0%,21
15:02:11,1,1,0%,21
15:02:12,1,1,0%,21
15:02:12,1,1,0%,21
15:02:13,1,1,0%,21
15:02:13,1,1,0%,21
15:02:14,1,1,0%,21
15:02:15,1,1,0%,21
15:02:15,1,1,0%,21
15:02:16,1,1,0%,21
15:02:16,1,1,0%,21
15:02:17,1,1,0%,21
15:02:17,1,1,0%,21
15:02:18,1,1,0%,21
15:02:18,1,1,0%,21
15:02:19,1,1,0%,21
15:02:19,1,1,0%,21
15:02:20,1,1,0%,21
15:02:21,1,1,0%,21
15:02:21,1,1,0%,21
15:02:22,1,1,0%,21
15:02:22,1,1,0%,21
15:02:23,1,1,0%,21
15:02:23,1,1,0%,21
15:02:24,1,1,0%,21
15:02:24,1,1,0%,21
15:02:25,1,1,0%,21
15:02:26,1,1,0%,21
15:02:26,1,1,0%,21
15:02:27,1,1,0%,21
15:02:27,1,1,0%,21
15:02:28,1,1,0%,21
15:02:28,1,1,0%,21
15:02:29,1,1,0%,21
15:02:29,1,1,0%,21
15:02:30,1,1,0%,21
15:02:31,1,1,0%,21
15:02:31,1,1,0%,21
15:02:32,1,1,0%,21
15:02:32,1,1,0%,21
15:02:33,1,1,0%,21
15:02:33,1,1,0%,21
15:02:34,1,1,0%,21
15:02:35,1,1,0%,21
15:02:35,1,1,0%,21
15:02:36,1,1,0%,21
15:02:36,1,1,0%,21
15:02:37,1,1,0%,21
15:02:37,1,1,0%,21
15:02:38,1,1,0%,21
15:02:38,1,1,0%,21
15:02:39,1,1,0%,21
15:02:40,1,1,0%,21
15:02:40,1,1,0%,21
15:02:41,1,1,0%,21
15:02:41,1,1,0%,21
15:02:42,1,1,0%,21
15:02:42,1,1,0%,21
15:02:43,1,1,0%,21
15:02:43,1,1,0%,21
15:02:44,1,1,0%,21
15:02:45,1,1,0%,21
15:02:45,1,1,0%,21
15:02:46,1,1,0%,21
15:02:46,1,1,0%,21
15:02:47,1,1,0%,21
15:02:47,1,1,0%,21
15:02:48,1,1,0%,21
15:02:48,1,1,0%,21
15:02:49,1,1,0%,21
15:02:49,1,1,0%,21
15:02:50,1,1,0%,21
15:02:51,1,1,0%,21
15:02:51,1,1,0%,21
15:02:52,1,1,0%,21
15:02:52,1,1,0%,21
15:02:53,1,1,0%,21
15:02:53,1,1,0%,21
15:02:54,1,1,0%,21
15:02:54,1,1,0%,21
15:02:55,1,1,0%,21
15:02:55,1,1,0%,21
15:02:56,1,1,0%,21
15:02:57,1,1,0%,21
15:02:57,1,1,0%,21
15:02:58,1,1,0%,21
15:02:58,1,1,0%,21
15:02:59,1,1,0%,21
15:02:59,1,1,0%,21
15:03:00,1,1,0%,21
15:03:00,1,1,0%,21
15:03:01,1,1,0%,21
15:03:01,1,1,0%,21
15:03:02,1,1,0%,21
15:03:02,1,1,0%,21
15:03:03,1,1,0%,21
15:03:04,1,1,0%,21
15:03:04,,,,21
15:03:05,,,,21
15:03:05,,,,21
15:03:06,,,,21
15:03:06,,,,21
15:03:07,,,,21
15:03:07,,,,21
15:03:08,,,,21
15:03:09,1,1,0%,22
15:03:09,1,1,0%,22
15:03:10,1,1,0%,22
15:03:11,1,1,0%,22
15:03:11,1,1,0%,22
15:03:12,1,1,0%,22
15:03:12,1,1,0%,22
15:03:13,1,1,0%,22
15:03:13,1,1,0%,22
15:03:14,1,1,0%,22
15:03:14,1,1,0%,22
15:03:15,1,1,0%,22
15:03:15,1,1,0%,22
15:03:16,1,1,0%,22
15:03:16,1,1,0%,22
15:03:17,1,1,0%,22
15:03:18,1,1,0%,22
15:03:18,1,1,0%,22
15:03:19,1,1,0%,22
15:03:19,1,1,0%,22
15:03:20,1,1,0%,22
15:03:20,1,1,0%,22
15:03:21,1,1,0%,22
15:03:21,1,1,0%,22
15:03:22,1,1,0%,22
15:03:22,1,1,0%,22
15:03:23,1,1,0%,22
15:03:24,1,1,0%,22
15:03:24,1,1,0%,22
15:03:25,1,1,0%,22
15:03:25,1,1,0%,22
15:03:26,1,1,0%,22
15:03:26,1,1,0%,22
15:03:27,1,1,0%,22
15:03:27,1,1,0%,22
15:03:28,1,1,0%,22
15:03:28,1,1,0%,22
15:03:29,1,1,0%,22
15:03:29,1,1,0%,22
15:03:30,1,1,0%,22
15:03:31,1,1,0%,22
15:03:31,1,1,0%,22
15:03:32,1,1,0%,22
15:03:32,1,1,0%,22
15:03:33,1,1,0%,22
15:03:33,1,1,0%,22
15:03:34,1,1,0%,22
15:03:34,1,1,0%,22
15:03:35,1,1,0%,22
15:03:35,1,1,0%,22
15:03:36,1,1,0%,22
15:03:37,1,1,0%,22
15:03:37,1,1,0%,22
15:03:38,1,1,0%,22
15:03:38,1,1,0%,22
15:03:39,1,1,0%,22
15:03:39,1,1,0%,22
15:03:40,1,1,0%,22
15:03:40,1,1,0%,22
15:03:41,1,1,0%,22
15:03:41,1,1,0%,22
15:03:42,1,1,0%,22
15:03:42,1,1,0%,22
15:03:43,1,1,0%,22
15:03:44,1,1,0%,22
15:03:44,1,1,0%,22
15:03:45,1,1,0%,22
15:03:45,1,1,0%,22
15:03:46,1,1,0%,22
15:03:46,1,1,0%,22
15:03:47,1,1,0%,22
15:03:47,1,1,0%,22
15:03:48,1,1,0%,22
15:03:48,1,1,0%,22
15:03:49,1,1,0%,22
15:03:50,1,1,0%,22
15:03:50,1,1,0%,22
15:03:51,1,1,0%,22
15:03:51,1,1,0%,22
15:03:52,1,1,0%,22
15:03:52,1,1,0%,22
15:03:53,1,1,0%,22
15:03:53,1,1,0%,22
15:03:54,1,1,0%,22
15:03:54,1,1,0%,22
15:03:55,1,1,0%,22
15:03:56,1,1,0%,22
15:03:56,1,1,0%,22
15:03:57,1,1,0%,22
15:03:57,1,1,0%,22
15:03:58,1,1,0%,22
15:03:58,1,1,0%,22
15:03:59,1,1,0%,22
15:03:59,1,1,0%,22
15:04:00,1,1,0%,22
15:04:00,1,1,0%,22
15:04:01,1,1,0%,22
15:04:01,1,1,0%,22
15:04:02,1,1,0%,22
15:04:03,1,1,0%,22
15:04:03,1,1,0%,22
15:04:04,,,,22
15:04:04,,,,22
15:04:05,,,,22
15:04:05,,,,22
15:04:06,,,,22
15:04:07,,,,22
15:04:07,,,,22
15:04:08,,,,22
15:04:08,,,,22
15:04:09,1,1,0%,22
15:04:09,1,1,0%,22
15:04:10,1,1,0%,22
15:04:11,1,1,0%,22
15:04:11,1,1,0%,22
15:04:12,1,1,0%,22
15:04:12,1,1,0%,22
15:04:13,1,1,0%,22
15:04:13,1,1,0%,22
15:04:14,1,1,0%,22
15:04:14,1,1,0%,22
15:04:15,1,1,0%,23
15:04:15,1,1,0%,23
15:04:16,1,1,0%,23
15:04:16,1,1,0%,23
15:04:17,1,1,0%,23
15:04:18,1,1,0%,23
15:04:18,1,1,0%,23
15:04:19,1,1,0%,23
15:04:19,1,1,0%,23
15:04:20,1,1,0%,23
15:04:20,1,1,0%,23
15:04:21,1,1,0%,23
15:04:22,1,1,0%,23
15:04:22,1,1,0%,23
15:04:23,1,1,0%,23
15:04:23,1,1,0%,23
15:04:24,1,1,0%,23
15:04:24,1,1,0%,23
15:04:25,1,1,0%,23
15:04:25,1,1,0%,23
15:04:26,1,1,0%,23
15:04:26,1,1,0%,23
15:04:27,1,1,0%,23
15:04:28,1,1,0%,23
15:04:28,1,1,0%,23
15:04:29,1,1,0%,23
15:04:29,1,1,0%,23
15:04:30,1,1,0%,23
15:04:30,1,1,0%,23
15:04:31,1,1,0%,23
15:04:31,1,1,0%,23
15:04:32,1,1,0%,23
15:04:32,1,1,0%,23
15:04:33,1,1,0%,23
15:04:33,1,1,0%,23
15:04:34,1,1,0%,23
15:04:35,1,1,0%,23
15:04:35,1,1,0%,23
15:04:36,1,1,0%,23
15:04:36,1,1,0%,23
15:04:37,1,1,0%,23
15:04:37,1,1,0%,23
15:04:38,1,1,0%,23
15:04:38,1,1,0%,23
15:04:39,1,1,0%,23
15:04:39,1,1,0%,23
15:04:40,1,1,0%,23
15:04:41,1,1,0%,23
15:04:41,1,1,0%,23
15:04:42,1,1,0%,23
15:04:42,1,1,0%,23
15:04:43,1,1,0%,23
15:04:43,1,1,0%,23
15:04:44,1,1,0%,23
15:04:44,1,1,0%,23
15:04:45,1,1,0%,23
15:04:45,1,1,0%,23
15:04:46,1,1,0%,23
15:04:47,1,1,0%,23
15:04:47,1,1,0%,23
15:04:48,1,1,0%,23
15:04:48,1,1,0%,23
15:04:49,1,1,0%,23
15:04:49,1,1,0%,23
15:04:50,1,1,0%,23
15:04:50,1,1,0%,23
15:04:51,1,1,0%,23
15:04:51,1,1,0%,23
15:04:52,1,1,0%,23
15:04:53,1,1,0%,23
15:04:53,1,1,0%,23
15:04:54,1,1,0%,23
15:04:54,1,1,0%,23
15:04:55,1,1,0%,23
15:04:55,1,1,0%,23
15:04:56,1,1,0%,23
15:04:56,1,1,0%,23
15:04:57,1,1,0%,23
15:04:57,1,1,0%,23
15:04:58,1,1,0%,23
15:04:58,1,1,0%,23
15:04:59,1,1,0%,23
15:05:00,1,1,0%,23
15:05:00,1,1,0%,23
15:05:01,1,1,0%,23
15:05:01,1,1,0%,23
15:05:02,1,1,0%,23
15:05:02,1,1,0%,23
15:05:03,1,1,0%,23
15:05:04,1,1,0%,23
15:05:04,,,,23
15:05:05,,,,23
15:05:05,,,,23
15:05:06,,,,23
15:05:06,,,,23
15:05:07,,,,23
15:05:07,,,,23
15:05:08,,,,23
15:05:09,,,,23
15:05:09,,,,23
15:05:10,,,,23
15:05:10,1,1,0%,23
15:05:11,1,1,0%,23
15:05:11,1,1,0%,23
15:05:12,1,1,0%,23
15:05:12,1,1,0%,23
15:05:13,1,1,0%,23
15:05:13,1,1,0%,23
15:05:14,1,1,0%,23
15:05:15,1,1,0%,23
15:05:15,1,1,0%,23
15:05:16,1,1,0%,23
15:05:16,1,1,0%,23
15:05:17,1,1,0%,23
15:05:17,1,1,0%,23
15:05:18,1,1,0%,23
15:05:18,1,1,0%,23
15:05:19,1,1,0%,23
15:05:19,1,1,0%,23
15:05:20,1,1,0%,23
15:05:21,1,1,0%,23
15:05:21,1,1,0%,23
15:05:22,1,1,0%,23
15:05:22,1,1,0%,23
15:05:23,1,1,0%,23
15:05:23,1,1,0%,23
15:05:24,1,1,0%,23
15:05:24,1,1,0%,23
15:05:25,1,1,0%,23
15:05:25,1,1,0%,23
15:05:26,1,1,0%,23
15:05:27,1,1,0%,23
15:05:27,1,1,0%,23
15:05:28,1,1,0%,23
15:05:28,1,1,0%,23
15:05:29,1,1,0%,23
15:05:29,1,1,0%,23
15:05:30,1,1,0%,23
15:05:30,1,1,0%,23
15:05:31,1,1,0%,23
15:05:31,1,1,0%,23
15:05:32,1,1,0%,23
15:05:32,1,1,0%,23
15:05:33,1,1,0%,23
15:05:33,1,1,0%,23
15:05:34,1,1,0%,23
15:05:35,1,1,0%,23
15:05:35,1,1,0%,23
15:05:36,1,1,0%,23
15:05:36,1,1,0%,23
15:05:37,1,1,0%,23
15:05:37,1,1,0%,23
15:05:38,1,1,0%,23
15:05:38,1,1,0%,23
15:05:39,1,1,0%,23
15:05:39,1,1,0%,23
15:05:40,1,1,0%,23
15:05:41,1,1,0%,23
15:05:41,1,1,0%,23
15:05:42,1,1,0%,23
15:05:42,1,1,0%,23
15:05:43,1,1,0%,23
15:05:43,1,1,0%,23
15:05:44,1,1,0%,23
15:05:44,1,1,0%,23
15:05:45,1,1,0%,23
15:05:45,1,1,0%,23
15:05:46,1,1,0%,23
15:05:47,1,1,0%,23
15:05:47,1,1,0%,23
15:05:48,1,1,0%,23
15:05:48,1,1,0%,23
15:05:49,1,1,0%,23
15:05:49,1,1,0%,23
15:05:50,1,1,0%,23
15:05:50,1,1,0%,23
15:05:51,1,1,0%,23
15:05:51,1,1,0%,23
15:05:52,1,1,0%,24
15:05:53,1,1,0%,24
15:05:53,1,1,0%,24
15:05:54,1,1,0%,24
15:05:54,1,1,0%,24
15:05:55,1,1,0%,24
15:05:55,1,1,0%,24
15:05:56,1,1,0%,24
15:05:56,1,1,0%,24
15:05:57,1,1,0%,24
15:05:57,1,1,0%,24
15:05:58,1,1,0%,24
15:05:59,1,1,0%,24
15:05:59,1,1,0%,24
15:06:00,1,1,0%,24
15:06:00,1,1,0%,24
15:06:01,1,1,0%,24
15:06:01,1,1,0%,24
15:06:02,1,1,0%,24
15:06:02,1,1,0%,24
15:06:03,1,1,0%,24
15:06:04,1,1,0%,24
15:06:04,,,,24
15:06:05,,,,24
15:06:05,,,,24
15:06:06,,,,24
15:06:06,,,,24
15:06:07,,,,24
15:06:07,,,,24
15:06:08,,,,24
15:06:08,,,,24
15:06:09,1,1,0%,24
15:06:09,1,1,0%,24
15:06:10,1,1,0%,24
15:06:10,1,1,0%,24
15:06:11,1,1,0%,24
15:06:12,1,1,0%,24
15:06:12,1,1,0%,24
15:06:13,1,1,0%,24
15:06:13,1,1,0%,24
15:06:14,1,1,0%,24
15:06:14,1,1,0%,24
15:06:15,1,1,0%,24
15:06:15,1,1,0%,24
15:06:16,1,1,0%,24
15:06:16,1,1,0%,24
15:06:17,1,1,0%,24
15:06:18,1,1,0%,24
15:06:18,1,1,0%,24
15:06:19,1,1,0%,24
15:06:19,1,1,0%,24
15:06:20,1,1,0%,24
15:06:20,1,1,0%,24
15:06:21,1,1,0%,24
15:06:21,1,1,0%,24
15:06:22,1,1,0%,24
15:06:22,1,1,0%,24
15:06:23,1,1,0%,24
15:06:23,1,1,0%,24
15:06:24,1,1,0%,24
15:06:24,1,1,0%,24
15:06:25,1,1,0%,24
15:06:26,1,1,0%,24
15:06:26,1,1,0%,24
15:06:27,1,1,0%,24
15:06:27,1,1,0%,24
15:06:28,1,1,0%,24
15:06:28,1,1,0%,24
15:06:29,1,1,0%,24
15:06:29,1,1,0%,24
15:06:30,1,1,0%,24
15:06:31,1,1,0%,24
15:06:31,1,1,0%,24
15:06:32,1,1,0%,24
15:06:32,1,1,0%,24
15:06:33,1,1,0%,24
15:06:33,1,1,0%,24
15:06:34,1,1,0%,24
15:06:34,1,1,0%,24
15:06:35,1,1,0%,24
15:06:35,1,1,0%,24
15:06:36,1,1,0%,24
15:06:36,1,1,0%,24
15:06:37,1,1,0%,24
15:06:38,1,1,0%,24
15:06:38,1,1,0%,24
15:06:39,1,1,0%,24
15:06:39,1,1,0%,24
15:06:40,1,1,0%,24
15:06:40,1,1,0%,24
15:06:41,1,1,0%,24
15:06:41,1,1,0%,24
15:06:42,1,1,0%,24
15:06:42,1,1,0%,24
15:06:43,1,1,0%,24
15:06:43,1,1,0%,24
15:06:44,1,1,0%,24
15:06:45,1,1,0%,24
15:06:45,1,1,0%,24
15:06:46,1,1,0%,24
15:06:46,1,1,0%,24
15:06:47,1,1,0%,24
15:06:47,1,1,0%,24
15:06:48,1,1,0%,24
15:06:49,1,1,0%,24
15:06:49,1,1,0%,24
15:06:50,1,1,0%,24
15:06:50,1,1,0%,24
15:06:51,1,1,0%,24
15:06:51,1,1,0%,24
15:06:52,1,1,0%,24
15:06:52,1,1,0%,24
15:06:53,1,1,0%,24
15:06:53,1,1,0%,24
15:06:54,1,1,0%,24
15:06:54,1,1,0%,24
15:06:55,1,1,0%,24
15:06:56,1,1,0%,24
15:06:56,1,1,0%,25
15:06:57,1,1,0%,25
15:06:57,1,1,0%,25
15:06:58,1,1,0%,25
15:06:58,1,1,0%,25
15:06:59,1,1,0%,25
15:07:00,1,1,0%,25
15:07:00,1,1,0%,25
15:07:01,1,1,0%,25
15:07:01,1,1,0%,25
15:07:02,1,1,0%,25
15:07:02,1,1,0%,25
15:07:03,1,1,0%,25
15:07:03,1,1,0%,25
15:07:04,,,,25
15:07:04,,,,25
